Parcel ID,Land Use,Property Address,Property City,Zip Code,Sale Price,Legal Reference,Finished Area,Bedrooms,Full Bath,Half Bath
044 15 0 122.00,SINGLE FAMILY,908  HADLEY AVE,OLD HICKORY,37138,189900,20150206-0011345,2029.0,3.0,2.0,0.0
044 15 0 218.00,SINGLE FAMILY,908  CLARKE ST,OLD HICKORY,37138,169000,20150209-0011792,1264.0,3.0,1.0,0.0
044 15 0 343.00,SINGLE FAMILY,1007  CLARKE ST,OLD HICKORY,37138,150000,20150223-0015481,1050.0,3.0,1.0,0.0
044 15 0 387.00,SINGLE FAMILY,1100  BIRDSALL ST,OLD HICKORY,37138,227500,20150220-0014904,1680.0,3.0,2.0,
053 06 0B 052.00,SINGLE FAMILY,2512  PARK GREEN LN,OLD HICKORY,37138,155000,20150226-0016563,,,,
053 08 0 017.00,SINGLE FAMILY,307  24TH ST,OLD HICKORY,37138,199900,20150209-0011913,2129.0,3.0,2.0,1.0
063 08 0 063.00,SINGLE FAMILY,4004  CUMBERLAND AVE,OLD HICKORY,37138,115000,20150218-0013613,1118.0,3.0,2.0,0.0
064 01 0 007.00,SINGLE FAMILY,402  BRANDYWINE DR,OLD HICKORY,37138,290000,20150204-0010585,2581.79999,3.0,3.0,1.0
064 03 0A 031.00,SINGLE FAMILY,216  HIDDEN CT,OLD HICKORY,37138,309900,20150220-0014679,,,,
065 13 0 024.00,SINGLE FAMILY,4861  BIG HORN DR,OLD HICKORY,37138,150000,20150223-0015103,2267.75,3.0,2.0,0.0
065 13 0 081.00,SINGLE FAMILY,4827  SHSHONE DR,OLD HICKORY,37138,130000,20150218-0014176,1176.0,3.0,1.0,1.0
044 11 0 095.00,SINGLE FAMILY,500  LAWRENCE ST,OLD HICKORY,37138,75000,20150311-0020733,960.0,3.0,1.0,0.0
044 11 0 120.00,SINGLE FAMILY,408  CLEVES ST,OLD HICKORY,37138,88100,20150313-0021668,1223.0,3.0,2.0,0.0
044 14 0 013.00,SINGLE FAMILY,229  MARTINGALE DR,OLD HICKORY,37138,45000,20150306-0019341,792.0,2.0,1.0,0.0
044 14 0 013.00,SINGLE FAMILY,229  MARTINGALE DR,OLD HICKORY,37138,57500,20150330-0027241,792.0,2.0,1.0,0.0
044 15 0 164.00,SINGLE FAMILY,808  CLEVES ST,OLD HICKORY,37138,90000,20150319-0023678,1260.0,3.0,1.0,1.0
044 15 0 304.00,SINGLE FAMILY,1004  HADLEY AVE,OLD HICKORY,37138,145000,20150330-0026946,1473.0,3.0,1.0,0.0
044 15 0 313.00,SINGLE FAMILY,1209  BERRY ST,OLD HICKORY,37138,70000,20150320-0024433,851.0,3.0,1.0,0.0
044 15 0 403.00,SINGLE FAMILY,1104  OVERTON ST,OLD HICKORY,37138,265000,20150402-0028788,1873.4375,4.0,2.0,0.0
053 03 0 241.00,SINGLE FAMILY,1410  CLARKE ST,OLD HICKORY,37138,163000,20150320-0024335,1190.0,3.0,1.0,0.0
053 03 0 293.00,SINGLE FAMILY,1500  ELLISTON ST,OLD HICKORY,37138,106000,20150323-0024664,889.0,3.0,1.0,0.0
053 03 0 305.00,SINGLE FAMILY,1505  ELLISTON ST,OLD HICKORY,37138,125000,20150319-0023712,1451.79999,2.0,2.0,0.0
053 03 0A 001.00,SINGLE FAMILY,1700  OVERTON ST,OLD HICKORY,37138,185900,20150326-0025982,,,,
053 06 0B 013.00,SINGLE FAMILY,2248  RIVERWAY DR,OLD HICKORY,37138,138000,20150325-0025605,,,,
053 08 0 061.00,SINGLE FAMILY,2408  DABBS AVE,OLD HICKORY,37138,29000,20150402-0029065,888.0,2.0,1.0,0.0
053 11 0 003.00,SINGLE FAMILY,306  HURST DR,OLD HICKORY,37138,215000,20150402-0028677,2212.0,3.0,2.0,0.0
053 16 0 005.00,SINGLE FAMILY,210  PITTS AVE,OLD HICKORY,37138,130000,20150311-0020892,1668.0,3.0,1.0,0.0
063 04 0 063.00,SINGLE FAMILY,121  GAYLE DR,OLD HICKORY,37138,157900,20150310-0020387,1896.0,3.0,1.0,1.0
063 04 0A 056.00,VACANT RESIDENTIAL LAND,1609  STOKLEY LN,OLD HICKORY,37138,80000,20150319-0023552,,,,
063 16 0B 175.00,SINGLE FAMILY,1012  TONYAWOOD DR,OLD HICKORY,37138,180000,20150407-0030254,,,,
063 16 0B 184.00,SINGLE FAMILY,113  CHITWOOD CT,OLD HICKORY,37138,123000,20150325-0025604,,,,
063 16 0C 040.00,RESIDENTIAL CONDO,5148  SOUTHFORK BLVD,OLD HICKORY,37138,160000,20150406-0029592,,,,
063 16 0C 063.00,RESIDENTIAL CONDO,5207  SOUTHFORK BLVD,OLD HICKORY,37138,168000,20150326-0025954,,,,
064 01 0 134.00,SINGLE FAMILY,1664  STOKLEY LN,OLD HICKORY,37138,340000,20150318-0023385,3078.80002,4.0,3.0,0.0
064 08 0 052.00,DUPLEX,4520  WOODSIDE RD,OLD HICKORY,37138,245000,20150326-0026292,3465.0,5.0,4.0,1.0
064 08 0A 104.00,SINGLE FAMILY,4829  RAINER DR,OLD HICKORY,37138,261000,20150323-0024875,,,,
064 09 0A 025.00,RESIDENTIAL CONDO,4546  S TRACE BLVD,OLD HICKORY,37138,114900,20150330-0027348,,,,
064 15 0A 060.00,SINGLE FAMILY,768  SWEETWATER CIR,OLD HICKORY,37138,190000,20150409-0031184,,,,
065 13 0 080.00,SINGLE FAMILY,4823  SHSHONE DR,OLD HICKORY,37138,162500,20150331-0027715,1464.0,3.0,2.0,0.0
076 01 0 048.00,DUPLEX,628  REHNEA DR,OLD HICKORY,37138,91000,20150320-0024297,1508.0,2.0,2.0,0.0
043 04 0 013.00,SINGLE FAMILY,110  HILLER DR,OLD HICKORY,37138,92000,20150504-0040009,1258.0,3.0,1.0,0.0
044 11 0 023.00,SINGLE FAMILY,122  ORCHARD DR,OLD HICKORY,37138,113000,20150414-0032698,851.0,3.0,1.0,0.0
044 11 0 115.00,SINGLE FAMILY,401  LAWRENCE ST,OLD HICKORY,37138,179900,20150423-0036494,2025.59998,3.0,2.0,1.0
044 11 0 155.00,SINGLE FAMILY,505  CLEVES ST,OLD HICKORY,37138,134900,20150416-0033885,854.0,3.0,1.0,0.0
044 15 0 236.00,DUPLEX,1007  BRYAN ST,OLD HICKORY,37138,105000,20150428-0037799,1920.0,6.0,2.0,0.0
053 03 0 011.00,SINGLE FAMILY,1216  BERRY ST,OLD HICKORY,37138,129900,20150415-0033084,851.0,3.0,1.0,0.0
053 03 0 096.00,SINGLE FAMILY,1402  BERRY ST,OLD HICKORY,37138,105000,20150430-0038840,1151.0,3.0,1.0,0.0
053 06 0 016.00,SINGLE FAMILY,202  HURST DR,OLD HICKORY,37138,182000,20150505-0040697,1982.72,3.0,1.0,1.0
053 06 0B 104.00,SINGLE FAMILY,2007  WATERFORD DR,OLD HICKORY,37138,149000,20150501-0039462,,,,
053 06 0B 122.00,SINGLE FAMILY,2252  RIVERWAY DR,OLD HICKORY,37138,137000,20150409-0031065,,,,
053 06 0B 134.00,SINGLE FAMILY,1825  MERRITT ST,OLD HICKORY,37138,147500,20150505-0040787,,,,
053 12 0 233.00,VACANT RESIDENTIAL LAND,500  SANDY CV,OLD HICKORY,37138,100000,20150429-0038385,4236.98,5.0,3.0,1.0
053 12 0 238.00,RESIDENTIAL COMBO/MISC,601  LAKEMEADE PT,OLD HICKORY,37138,215000,20150504-0040407,4221.45001,3.0,3.0,1.0
054 13 0B 001.00,SINGLE FAMILY,801  AZURA LNDG,OLD HICKORY,37138,475200,20150417-0034299,,,,
063 04 0A 022.00,VACANT RESIDENTIAL LAND,1525  STOKLEY LN,OLD HICKORY,37138,65000,20150424-0036823,,,,
063 04 0A 040.00,SINGLE FAMILY,1616  STOKLEY LN,OLD HICKORY,37138,399900,20150429-0038454,,,,
063 04 0A 041.00,SINGLE FAMILY,1612  STOKLEY LN,OLD HICKORY,37138,394900,20150415-0033228,,,,
063 04 0A 042.00,SINGLE FAMILY,1608  STOKLEY LN,OLD HICKORY,37138,399900,20150422-0035791,,,,
063 16 0B 121.00,SINGLE FAMILY,1209  SPRINGWOOD DR,OLD HICKORY,37138,179000,20150504-0040102,,,,
063 16 0B 146.00,SINGLE FAMILY,1417  AARONWOOD DR,OLD HICKORY,37138,218000,20150406-0029389,,,,
063 16 0C 011.00,RESIDENTIAL CONDO,5021  SOUTHFORK BLVD,OLD HICKORY,37138,161900,20150428-0038038,,,,
064 02 0 064.00,SINGLE FAMILY,202  RISING SUN TER,OLD HICKORY,37138,386000,20150406-0029538,3053.0,4.0,2.0,1.0
064 05 0 098.00,SINGLE FAMILY,1420  STATION FOUR LN,OLD HICKORY,37138,319900,20150421-0035677,3090.25,3.0,3.0,2.0
064 08 0 050.00,SINGLE FAMILY,4512  WOODSIDE RD,OLD HICKORY,37138,169900,20150429-0038302,2065.0,3.0,2.0,0.0
064 13 0B 047.00,RESIDENTIAL CONDO,102  LAUREL HILL DR,OLD HICKORY,37138,102000,20150415-0033320,,,,
064 15 0A 013.00,SINGLE FAMILY,737  SWEETWATER CIR,OLD HICKORY,37138,155000,20150414-0032642,,,,
065 09 0 107.00,SINGLE FAMILY,4844  SHASTA DR,OLD HICKORY,37138,171000,20150501-0039483,1574.0,3.0,1.0,1.0
065 13 0 029.00,SINGLE FAMILY,4841  BIG HORN DR,OLD HICKORY,37138,169900,20150423-0036529,1762.5,3.0,1.0,1.0
065 13 0 119.00,SINGLE FAMILY,4952  KILIMANJARO DR,OLD HICKORY,37138,175000,20150421-0035364,1416.0,3.0,2.0,0.0
044 11 0 079.00,SINGLE FAMILY,110  WILMINGTON ST,OLD HICKORY,37138,125000,20150616-0057361,1258.0,2.0,2.0,0.0
044 14 0 024.00,SINGLE FAMILY,285  MARTINGALE DR,OLD HICKORY,37138,157000,20150505-0040481,1604.0,3.0,2.0,0.0
044 14 0 125.00,SINGLE FAMILY,1316  NINTH ST,OLD HICKORY,37138,156000,20150521-0047179,1304.0,3.0,2.0,0.0
044 15 0 037.00,SINGLE FAMILY,700  LAWRENCE ST,OLD HICKORY,37138,154900,20150518-0045333,2261.0,3.0,2.0,0.0
044 15 0 070.00,SINGLE FAMILY,908  BRYAN ST,OLD HICKORY,37138,119000,20150513-0043907,851.0,3.0,1.0,
044 15 0 091.00,SINGLE FAMILY,911  BERRY ST,OLD HICKORY,37138,132000,20150610-0054643,1136.0,2.0,1.0,
044 15 0 197.00,SINGLE FAMILY,809  JONES ST,OLD HICKORY,37138,171600,20150522-0047438,1144.0,3.0,1.0,1.0
044 15 0 266.00,SINGLE FAMILY,1102  ELLISTON ST,OLD HICKORY,37138,102000,20150529-0049629,851.0,2.0,1.0,0.0
044 15 0 363.00,SINGLE FAMILY,1101  CLEVES ST,OLD HICKORY,37138,118000,20150623-0060227,854.0,2.0,1.0,0.0
053 02 0 030.00,VACANT RESIDENTIAL LAND,1410  BRYAN ST,OLD HICKORY,37138,87000,20150518-0045575,,,,
053 02 0 050.00,SINGLE FAMILY,1410  BRYAN ST,OLD HICKORY,37138,87000,20150518-0045575,919.0,2.0,1.0,0.0
053 03 0 012.00,SINGLE FAMILY,1218  BERRY ST,OLD HICKORY,37138,129000,20150508-0042202,1708.0,2.0,1.0,0.0
053 03 0 050.00,SINGLE FAMILY,1202  CLARKE ST,OLD HICKORY,37138,169000,20150605-0052772,1044.0,3.0,1.0,1.0
053 03 0 061.00,SINGLE FAMILY,1204  BIRDSALL ST,OLD HICKORY,37138,179500,20150610-0054836,1456.0,4.0,2.0,0.0
053 03 0 079.00,SINGLE FAMILY,1413  BRYAN ST,OLD HICKORY,37138,163500,20150529-0049895,2080.79999,3.0,2.0,0.0
053 03 0 219.00,SINGLE FAMILY,1309  OVERTON ST,OLD HICKORY,37138,168000,20150526-0047858,1086.0,3.0,1.0,1.0
053 03 0 294.00,SINGLE FAMILY,1502  ELLISTON ST,OLD HICKORY,37138,98000,20150512-0043337,854.0,3.0,1.0,0.0
053 06 0B 101.00,SINGLE FAMILY,1996  WATERFORD DR,OLD HICKORY,37138,139000,20150609-0053933,,,,
053 07 0 005.00,SINGLE FAMILY,1712  OVERTON ST,OLD HICKORY,37138,153500,20150504-0040112,1476.0,3.0,1.0,0.0
053 08 0 121.00,SINGLE FAMILY,402  28TH ST,OLD HICKORY,37138,130000,20150601-0050256,974.0,3.0,1.0,0.0
053 11 0 094.00,SINGLE FAMILY,110  MEADOW ST,OLD HICKORY,37138,125000,20150508-0042501,1044.0,3.0,2.0,0.0
053 12 0 031.00,SINGLE FAMILY,124  HAMBLEN AVE,OLD HICKORY,37138,159900,20150601-0050505,1420.0,2.0,1.0,0.0
053 12 0 142.00,VACANT RESIDENTIAL LAND,204  30TH ST,OLD HICKORY,37138,25000,20150529-0049812,1104.0,3.0,2.0,0.0
053 12 0 143.00,VACANT RESIDENTIAL LAND,206  30TH ST,OLD HICKORY,37138,25000,20150529-0049810,1104.0,3.0,2.0,0.0
053 16 0 250.00,SINGLE FAMILY,833  STONE HEDGE CT,OLD HICKORY,37138,150000,20150608-0053660,1533.0,3.0,2.0,0.0
054 12 0 003.00,SINGLE FAMILY,728  GENERAL KERSHAW DR,OLD HICKORY,37138,550000,20150512-0043186,2964.0,3.0,3.0,0.0
054 13 0 025.00,SINGLE FAMILY,3230  LAKESHORE DR,OLD HICKORY,37138,210000,20150526-0047963,1728.0,2.0,1.0,0.0
054 13 0 135.00,SINGLE FAMILY,212  ASHAWN BLVD,OLD HICKORY,37138,282300,20150515-0044824,2283.0,3.0,4.0,0.0
054 16 0 015.00,VACANT RESIDENTIAL LAND,601  BEDFORD FOREST CT,OLD HICKORY,37138,550000,20150512-0043186,,,,
063 04 0A 043.00,SINGLE FAMILY,1604  STOKLEY LN,OLD HICKORY,37138,409900,20150528-0048804,,,,
063 04 0A 055.00,VACANT RESIDENTIAL LAND,1605  STOKLEY LN,OLD HICKORY,37138,75000,20150528-0048817,,,,
063 04 0A 057.00,VACANT RESIDENTIAL LAND,1613  STOKLEY LN,OLD HICKORY,37138,75000,20150528-0048829,,,,
063 04 0A 074.00,VACANT RESIDENTIAL LAND,1125  CLEVELAND HALL BLVD,OLD HICKORY,37138,65000,20150528-0048824,,,,
063 04 0A 075.00,VACANT RESIDENTIAL LAND,1121  CLEVELAND HALL BLVD,OLD HICKORY,37138,65000,20150528-0048887,,,,
063 12 0 041.00,SINGLE FAMILY,4469  S TRACE BLVD,OLD HICKORY,37138,147000,20150602-0051019,1199.0,3.0,2.0,0.0
063 16 0A 018.00,SINGLE FAMILY,1744  AARONWOOD DR,OLD HICKORY,37138,196500,20150603-0051792,,,,
063 16 0B 093.00,SINGLE FAMILY,536  GRANWOOD BLVD,OLD HICKORY,37138,116500,20150520-0046628,,,,
063 16 0C 054.00,RESIDENTIAL CONDO,5210  SOUTHFORK BLVD,OLD HICKORY,37138,125000,20150513-0043900,,,,
064 03 0B 127.00,SINGLE FAMILY,1432  SHANNON PL,OLD HICKORY,37138,655000,20150508-0042187,,,,
064 08 0A 045.00,SINGLE FAMILY,1033  WYNTERGRACE FARM RD,OLD HICKORY,37138,284900,20150605-0052998,,,,
064 08 0A 063.00,SINGLE FAMILY,2087  REMINGTON PARK RD,OLD HICKORY,37138,247283,20150511-0042674,,,,
064 09 0 035.00,SINGLE FAMILY,4107  CHURCH ST,OLD HICKORY,37138,115000,20150508-0042250,1204.0,2.0,1.0,0.0
064 09 0 238.00,SINGLE FAMILY,320  BRANDIWOOD CT,OLD HICKORY,37138,162000,20150518-0045519,1576.0,3.0,3.0,0.0
064 13 0 060.00,SINGLE FAMILY,4354  OLD HICKORY BLVD,OLD HICKORY,37138,60000,20150528-0048932,880.0,3.0,1.0,0.0
064 13 0 061.00,SINGLE FAMILY,4356  OLD HICKORY BLVD,OLD HICKORY,37138,62000,20150528-0048933,887.0,2.0,1.0,0.0
064 13 0 072.00,VACANT RESIDENTIAL LAND,4408  OLD HICKORY BLVD,OLD HICKORY,37138,42500,20150515-0044908,,,,
064 15 0A 012.00,SINGLE FAMILY,733  SWEETWATER CIR,OLD HICKORY,37138,187000,20150527-0048495,,,,
064 15 0A 026.00,SINGLE FAMILY,612  SWEETWATER CIR,OLD HICKORY,37138,185000,20150602-0051108,,,,
064 15 0A 046.00,SINGLE FAMILY,757  SWEETWATER CIR,OLD HICKORY,37138,192000,20150521-0046982,,,,
065 09 0 045.00,SINGLE FAMILY,4844  EVEREST DR,OLD HICKORY,37138,157500,20150508-0042432,1852.5,3.0,2.0,0.0
043 04 0 016.00,SINGLE FAMILY,519  KEETON AVE,OLD HICKORY,37138,115000,20150618-0058114,1150.0,3.0,1.0,0.0
043 04 0A 045.00,SINGLE FAMILY,716  RIVER LANDING WAY,OLD HICKORY,37138,237500,20150622-0059451,,,,
044 05 0 047.00,SINGLE FAMILY,313  KEETON AVE,OLD HICKORY,37138,67000,20150617-0057593,854.0,2.0,1.0,0.0
044 11 0 128.00,SINGLE FAMILY,504  CLEVES ST,OLD HICKORY,37138,114900,20150603-0051842,1417.28003,4.0,2.0,
044 11 0 186.00,SINGLE FAMILY,5  JONES CIR,OLD HICKORY,37138,583500,20150707-0065812,5868.08002,6.0,5.0,0.0
044 14 0 009.00,SINGLE FAMILY,225  MARTINGALE DR,OLD HICKORY,37138,122500,20150622-0059641,768.0,2.0,1.0,0.0
044 14 0 031.00,SINGLE FAMILY,278  MARTINGALE DR,OLD HICKORY,37138,145000,20150623-0060215,1560.0,3.0,2.0,
044 14 0 063.00,SINGLE FAMILY,1004  FOWLER ST,OLD HICKORY,37138,108000,20150625-0060971,1166.0,3.0,1.0,0.0
044 14 0 067.00,DUPLEX,1110  FOWLER ST,OLD HICKORY,37138,139500,20150707-0065665,2170.0,6.0,2.0,0.0
044 14 0 096.00,SINGLE FAMILY,909  FOWLER ST,OLD HICKORY,37138,134000,20150616-0057340,1075.0,3.0,1.0,1.0
044 14 0 104.00,SINGLE FAMILY,1000  LIVINGSTON ST,OLD HICKORY,37138,119900,20150622-0059590,1070.0,2.0,1.0,0.0
044 15 0 005.00,SINGLE FAMILY,802  BRYAN ST,OLD HICKORY,37138,61000,20150629-0062049,1880.0,4.0,3.0,0.0
044 15 0 005.00,SINGLE FAMILY,802  BRYAN ST,OLD HICKORY,37138,51500,20150629-0062048,1880.0,4.0,3.0,0.0
044 15 0 273.00,SINGLE FAMILY,1013  ELLISTON ST,OLD HICKORY,37138,130000,20150706-0064831,976.0,3.0,1.0,0.0
044 15 0 400.00,SINGLE FAMILY,1101  BIRDSALL ST,OLD HICKORY,37138,185000,20150630-0063084,1560.0,4.0,2.0,
044 15 0 407.00,SINGLE FAMILY,1200  OVERTON ST,OLD HICKORY,37138,268500,20150630-0063273,1607.0,4.0,2.0,
044 15 0A 001.00,RESIDENTIAL CONDO,1103  ELLISTON ST,OLD HICKORY,37138,65000,20150617-0057897,,,,
044 15 0A 002.00,RESIDENTIAL CONDO,1105  ELLISTON ST,OLD HICKORY,37138,65500,20150617-0057890,,,,
053 03 0 021.00,SINGLE FAMILY,1214  ELLISTON ST,OLD HICKORY,37138,55000,20150625-0061425,851.0,3.0,1.0,0.0
053 03 0 071.00,SINGLE FAMILY,1204  OVERTON ST,OLD HICKORY,37138,191500,20150629-0062261,1386.0,4.0,2.0,0.0
053 03 0 190.00,SINGLE FAMILY,1304  CLARKE ST,OLD HICKORY,37138,134900,20150616-0057356,954.0,2.0,1.0,0.0
053 03 0 278.00,SINGLE FAMILY,104  HURST DR,OLD HICKORY,37138,160000,20150604-0052245,1400.0,3.0,1.0,1.0
053 03 0 324.00,SINGLE FAMILY,1603  DEBOW ST,OLD HICKORY,37138,105500,20150701-0063738,854.0,3.0,1.0,0.0
053 03 0 336.00,SINGLE FAMILY,1600  HADLEY AVE,OLD HICKORY,37138,164000,20150707-0065888,1667.0,2.0,2.0,0.0
053 06 0A 167.00,SINGLE FAMILY,2149  RIVERWAY DR,OLD HICKORY,37138,92500,20150610-0054737,,,,
053 12 0 240.00,SINGLE FAMILY,609  LAKEMEADE PT,OLD HICKORY,37138,1100000,20150612-0056016,5775.31003,5.0,4.0,1.0
053 16 0 234.00,SINGLE FAMILY,808  STONE HEDGE CT,OLD HICKORY,37138,152500,20150702-0064478,1472.0,3.0,3.0,0.0
053 16 0 243.00,SINGLE FAMILY,805  STONE HEDGE CT,OLD HICKORY,37138,146000,20150609-0054320,1218.0,3.0,2.0,0.0
053 16 0 302.00,SINGLE FAMILY,1008  DONOHO DR,OLD HICKORY,37138,173500,20150615-0056743,1457.0,3.0,2.0,0.0
054 13 0 089.00,SINGLE FAMILY,109  FIELDS DR,OLD HICKORY,37138,175000,20150612-0055906,2412.0,3.0,2.0,0.0
054 13 0 149.00,VACANT RESIDENTIAL LAND,107 B  FIELDS DR,OLD HICKORY,37138,175000,20150612-0055906,,,,
054 14 0 012.00,SINGLE FAMILY,305  ROLLING MILL RD,OLD HICKORY,37138,325000,20150609-0054049,3103.79999,4.0,3.0,1.0
054 14 0 085.00,SINGLE FAMILY,214  RISING SUN TER,OLD HICKORY,37138,183605,20150619-0059073,2717.76001,3.0,3.0,0.0
063 16 0A 017.00,SINGLE FAMILY,1740  AARONWOOD DR,OLD HICKORY,37138,205051,20150622-0059406,,,,
063 16 0A 056.00,SINGLE FAMILY,777  JAYWOOD DR,OLD HICKORY,37138,185000,20150729-0074551,,,,
063 16 0B 033.00,SINGLE FAMILY,1657  AARONWOOD DR,OLD HICKORY,37138,159900,20150624-0060347,,,,
063 16 0C 082.00,RESIDENTIAL CONDO,5310  SOUTHFORK BLVD,OLD HICKORY,37138,166000,20150625-0061098,,,,
064 03 0A 060.00,SINGLE FAMILY,1713  GRANDY PL,OLD HICKORY,37138,327500,20150702-0064299,,,,
064 08 0A 036.00,SINGLE FAMILY,1204  MISTY GLEN CT,OLD HICKORY,37138,269900,20150625-0061306,,,,
064 08 0A 049.00,SINGLE FAMILY,3201  QUIET TREE GRV,OLD HICKORY,37138,261000,20150629-0062044,,,,
064 09 0 167.00,SINGLE FAMILY,409  BRANNON HILL CT,OLD HICKORY,37138,116000,20150701-0063673,1468.0,3.0,2.0,0.0
064 09 0 170.00,SINGLE FAMILY,400  BRANNON HILL CT,OLD HICKORY,37138,152500,20150610-0054796,1468.0,3.0,2.0,0.0
064 13 0B 128.00,SINGLE FAMILY,4606  CONWAY CT,OLD HICKORY,37138,139900,20150630-0063150,,,,
064 15 0A 009.00,SINGLE FAMILY,104  MILL SPRINGS CT,OLD HICKORY,37138,205000,20150622-0059289,,,,
064 15 0A 011.00,SINGLE FAMILY,729  SWEETWATER CIR,OLD HICKORY,37138,205000,20150611-0055299,,,,
064 15 0A 057.00,SINGLE FAMILY,780  SWEETWATER CIR,OLD HICKORY,37138,179000,20150609-0054144,,,,
065 05 0 027.00,SINGLE FAMILY,4816  SMOKEY DR,OLD HICKORY,37138,128750,20150606-0056983,1959.0,3.0,2.0,0.0
065 13 0 100.00,SINGLE FAMILY,4904  KILIMANJARO DR,OLD HICKORY,37138,165000,20150623-0059948,1618.0,3.0,1.0,1.0
075 05 0 050.00,VACANT RESIDENTIAL LAND,4612  OLD HICKORY BLVD,OLD HICKORY,37138,29500,20150623-0059945,,,,
044 01 0 023.00,SINGLE FAMILY,137  SCENIC VIEW RD,OLD HICKORY,37138,123000,20150803-0076596,1069.0,3.0,1.0,0.0
044 11 0 074.00,SINGLE FAMILY,105  WILMINGTON ST,OLD HICKORY,37138,125000,20150730-0074958,947.0,3.0,1.0,0.0
044 11 0 095.00,SINGLE FAMILY,500  LAWRENCE ST,OLD HICKORY,37138,144900,20150716-0069797,960.0,3.0,1.0,0.0
044 14 0 010.00,SINGLE FAMILY,226  MARTINGALE DR,OLD HICKORY,37138,118500,20150717-0070243,912.0,2.0,1.0,0.0
044 14 0 076.00,SINGLE FAMILY,1305  DONELSON AVE,OLD HICKORY,37138,150000,20150713-0067855,1604.76001,3.0,2.0,0.0
044 15 0 005.00,SINGLE FAMILY,802  BRYAN ST,OLD HICKORY,37138,85000,20150710-0067200,1880.0,4.0,3.0,0.0
044 15 0 054.00,SINGLE FAMILY,710  CLEVES ST,OLD HICKORY,37138,87900,20150723-0072263,894.0,3.0,1.0,0.0
044 15 0 135.00,SINGLE FAMILY,801  HADLEY AVE,OLD HICKORY,37138,135000,20150710-0067191,1344.0,3.0,1.0,1.0
044 15 0 213.00,SINGLE FAMILY,901  JONES ST,OLD HICKORY,37138,150000,20150713-0067612,1408.0,4.0,2.0,0.0
044 15 0 260.00,SINGLE FAMILY,1002  ELLISTON ST,OLD HICKORY,37138,125000,20150723-0072486,1396.35999,3.0,2.0,
044 15 0 347.00,SINGLE FAMILY,1000  BIRDSALL ST,OLD HICKORY,37138,176500,20150724-0073014,1612.0,3.0,2.0,
044 15 0 364.00,SINGLE FAMILY,1103  CLEVES ST,OLD HICKORY,37138,134000,20150721-0071225,854.0,3.0,1.0,0.0
053 03 0 199.00,SINGLE FAMILY,1301  CLARKE ST,OLD HICKORY,37138,249900,20150721-0071453,1734.0,3.0,2.0,0.0
053 06 0A 202.00,SINGLE FAMILY,2213  RIVERWAY DR,OLD HICKORY,37138,155000,20150707-0065656,,,,
053 06 0B 050.00,SINGLE FAMILY,2520  PARK GREEN LN,OLD HICKORY,37138,144000,20150731-0075677,,,,
053 06 0B 129.00,SINGLE FAMILY,1845  MERRITT ST,OLD HICKORY,37138,138000,20150804-0077147,,,,
053 08 0A 016.00,RESIDENTIAL CONDO,2133  LAKESHORE DR,OLD HICKORY,37138,175000,20150709-0066623,,,,
053 12 0 036.00,SINGLE FAMILY,163  PARK CIR,OLD HICKORY,37138,133000,20150708-0066158,1253.0,3.0,1.0,0.0
053 12 0 050.00,SINGLE FAMILY,178  PARK CIR,OLD HICKORY,37138,150000,20150803-0076491,1305.0,3.0,2.0,0.0
053 15 0 038.00,SINGLE FAMILY,672  KINGS WAY DR,OLD HICKORY,37138,153900,20150717-0070144,1202.0,3.0,2.0,0.0
053 16 0 027.00,SINGLE FAMILY,224  PITTS AVE,OLD HICKORY,37138,52000,20150818-0082719,964.0,2.0,1.0,0.0
053 16 0 169.00,SINGLE FAMILY,114  RIFLE RANGE RD,OLD HICKORY,37138,132500,20150731-0075653,1182.0,3.0,2.0,0.0
053 16 0 254.00,SINGLE FAMILY,836  STONE HEDGE CT,OLD HICKORY,37138,147900,20150709-0066677,1265.0,3.0,2.0,0.0
054 13 0B 005.00,VACANT RESIDENTIAL LAND,817  AZURA LNDG,OLD HICKORY,37138,465000,20150730-0075409,,,,
054 15 0 001.00,SINGLE FAMILY,368  WILLOW BOUGH LN,OLD HICKORY,37138,360000,20150729-0074479,2805.20001,3.0,2.0,0.0
063 04 0 103.00,SINGLE FAMILY,740  CHARLIE GANN DR,OLD HICKORY,37138,140000,20150731-0076001,1242.0,3.0,1.0,1.0
063 04 0 104.00,SINGLE FAMILY,736  CHARLIE GANN DR,OLD HICKORY,37138,136600,20150717-0069927,1242.0,3.0,2.0,0.0
063 12 0 025.00,SINGLE FAMILY,704  COBBLESTONE CT,OLD HICKORY,37138,150000,20150727-0073342,1171.0,3.0,2.0,0.0
063 16 0B 051.00,SINGLE FAMILY,716  JAYWOOD DR,OLD HICKORY,37138,141000,20150731-0075415,,,,
063 16 0C 006.00,RESIDENTIAL CONDO,5011  SOUTHFORK BLVD,OLD HICKORY,37138,176000,20150730-0074971,,,,
064 01 0 005.01,SINGLE FAMILY,112  PAULA DR,OLD HICKORY,37138,149400,20150729-0074821,1361.0,3.0,2.0,0.0
064 01 0 030.00,SINGLE FAMILY,202  MONTCHANIN RD,OLD HICKORY,37138,384900,20150716-0069338,3066.0,3.0,2.0,1.0
